seed,channel,localize_count,localize_movement_distance_m,localize_movement_time_s,clear_action_count,clear_movement_distance_m,clear_movement_time_s,first_found_virtual_time_s,cleared_virtual_time_s,found_to_clear_s,localize_source_types
321101,10,5,951.2077887643702,190.24155775287403,25,153.63406011768438,30.72681202353688,1462.0000000000002,4087.626856378126,2625.626856378126,chebyshev_center+task2_e_optimal:3;mec_center:2
321101,11,3,1132.8055723695238,226.56111447390478,0,0.0,0,1468.0000000000002,4179.970192538217,2711.970192538217,centroid:2;mec_center:1
321101,12,5,1292.2878099490024,258.45756198980047,1,1.9134171618254694,0.3826834323650939,1838.767082795923,4469.810437960383,2631.04335516446,chebyshev_center+task2_e_optimal:1;mec_center:4
321101,14,1,726.1191362304122,145.22382724608244,1,10.5,2.1,436.0,2668.386161044707,2232.386161044707,mec_center+task2_geometry:1
321101,15,1,1368.9810067522712,273.7962013504542,0,0.0,0,89.0,4754.606639310837,4665.606639310837,chebyshev_center:1
321101,16,4,788.2474756954341,157.6494951390868,1,6.533342846575692,1.3066685693151385,772.0000000000001,3165.803999991294,2393.803999991294,centroid:1;chebyshev_center:2;chebyshev_center+task2_e_optimal:1
321101,17,1,1047.1688020562874,209.43376041125748,1,9.754643059819676,1.9509286119639353,448.0,2940.7032468431885,2492.7032468431885,chebyshev_center:1
321101,18,5,685.2011354923466,137.0402270984693,1,3.5355339059327378,0.7071067811865476,2204.7670827959228,2510.062333798625,305.2952510027021,centroid:1;chebyshev_center+task2_e_optimal:2;mec_center:2
321101,19,1,170.69154322471144,34.138308644942285,1,12.048042390520827,2.4096084781041656,113.0,2341.314999918969,2228.314999918969,centroid+task2_geometry:1
321101,20,3,250.02550249552428,50.005100499104856,1,17.5,3.5,1132.0000000000002,3763.658486601715,2631.6584866017147,chebyshev_center:2;chebyshev_center+task2_e_optimal:1
321102,1,3,903.7330526895926,180.7466105379185,1,9.392792862598622,1.8785585725197245,370.0,2629.062036049257,2259.062036049257,centroid:1;chebyshev_center:2
321102,2,1,117.45471648784505,23.49094329756901,1,15.20690632574555,3.04138126514911,376.0,4748.6409498530575,4372.6409498530575,mec_center:1
321102,4,1,426.1819396448237,85.23638792896473,1,14.620801370151359,2.924160274030272,1090.0,3461.3460138308674,2371.3460138308674,chebyshev_center:1
321102,5,1,640.5003304492423,128.10006608984844,1,8.619396454726898,1.7238792909453795,1096.0,3362.1854656278724,2266.1854656278724,centroid:1
321102,6,1,550.1136246267674,110.02272492535349,0,0.0,0,35.0,3753.174018837218,3718.174018837218,mec_center:1
321102,7,1,264.5396945639728,52.907938912794556,1,13.46291201783626,2.692582403567252,1102.0,3527.946535147229,2425.946535147229,mec_center:1
321102,9,4,607.1843346940947,121.43686693881894,0,0.0,0,2176.0,2425.436866938819,249.4368669388191,chebyshev_center:1;mec_center:3
321102,11,1,1238.3234894974858,247.66469789949716,1,3.5355339059327378,0.7071067811865476,1468.0,3221.3615202470787,1753.3615202470787,mec_center:1
321102,12,1,1410.5646032706195,282.1129206541239,0,0.0,0,71.0,4144.3459999043735,4073.3459999043735,mec_center:1
321102,13,3,661.1236015326197,132.22472030652392,0,0.0,0,1828.0,2961.989715566395,1133.9897155663948,centroid:1;chebyshev_center:1;mec_center:1
321102,14,0,0.0,0,1,474.68120881282,94.936241762564,83.0,4244.282241666938,4161.282241666938,
321102,15,1,629.7037878441259,125.94075756882519,0,0.0,0,436.0,4711.108625290339,4275.108625290339,mec_center:1
321102,16,1,1584.4281302728755,316.8856260545751,1,10.0,2.0,442.0,4574.167867721513,4132.167867721513,mec_center:1
321102,17,1,459.001229743723,91.8002459487446,1,7.022564079451323,1.4045128158902647,101.0,3632.1512939118643,3531.1512939118643,mec_center+task2_expected_diameter:1
321102,18,1,832.0324186740801,166.40648373481602,1,11.482377378989552,2.2964754757979104,107.0,2808.764995259871,2701.764995259871,chebyshev_center+task2_geometry:1
321102,20,1,435.2953020651613,87.05906041303226,0,0.0,0,784.0000000000001,3851.23307925025,3067.23307925025,mec_center+task2_geometry:1
321103,1,4,581.9435476576355,116.3887095315271,0,0.0,0,725.0000000000001,3524.1694623667463,2799.1694623667463,centroid:1;chebyshev_center:1;chebyshev_center+task2_e_optimal:1;mec_center:1
321103,2,1,196.6119274103176,39.322385482063524,1,5.5901699437494745,1.118033988749895,11.0,3728.839201815522,3717.839201815522,mec_center:1
321103,3,5,1605.9974028114657,321.19948056229316,1,10.774737321847576,2.1549474643695152,1445.0,4509.320425211202,3064.320425211202,chebyshev_center:3;mec_center:2
321103,4,0,0.0,0,1,22.196121734870783,4.439224346974156,23.0,2837.3117607852905,2814.3117607852905,
321103,5,1,163.47782724271815,32.69556544854363,1,10.606601717798213,2.121320343559643,29.0,3052.223147623389,3023.223147623389,mec_center+task2_geometry:1
321103,6,1,136.99857342139495,27.39971468427899,1,5.968656498571351,1.1937312997142702,35.0,3290.5827723673765,3255.5827723673765,chebyshev_center:1
321103,8,2,833.0328172603063,166.60656345206127,0,0.0,0,383.0,2460.606563452061,2077.606563452061,centroid:1;mec_center:1
